Investor name,Website,Linkedin,Individual LinkedIn,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Source Ventures,https://sourceventures.vc/,https://www.linkedin.com/company/source-interactive/,,"71 rue de la FraternitÃ©, 93100 Montreuil, France","France,UK,USA,Germany,Spain,Belgium,Switzerland,Luxembourg,Netherlands,Ireland,Portugal,Austria,Sweden,Denmark,Finland","3. Early Revenue,2. Prototype","We invest in tech startups (10-50kâ‚¬ per deal) and generate value by doing what we do best: getting our hands dirty alongside entrepreneurs. More than money, we bring our operational experience backed by a services platform and curated experts in Product Design, Tech, Marketing, and Entrepreneurship. Through our hands-on approach, we help companies walk the narrow path towards scalability. Feel free to reach out and let's start a conversation.",VC,"$13,000 ",
South Central Ventures,https://sc-ventures.com/,https://www.linkedin.com/company/south-central-ventures/,,"Belgrade, Serbia; Zagreb, Croatia; Skopje, North Macedonia","Albania,Bosnia-H,Croatia,Serbia,North Macedonia,Montenegro","3. Early Revenue,4. Scaling",We invest in CEE B2B tech companies in seed and Series A stage.,VC,"$100,000 ",
South Ventures,http://www.sthventures.com/en,https://www.linkedin.com/in/sebastianortega/?locale=es_ES,,,,,,,,
Southbox Venture Capital,http://southbox.io/,,,,,"2. Prototype,3. Early Revenue",,VC,,
Southern Cross Venture Partners,https://www.sxvp.com,,,Australia,"Australia,USA",,,VC,"$2,000,000 ",
Southwest Angel Network,http://www.swanimpact.org/,,,,,,,Angel network,,
Sovereignâ€™s Capital,https://sovereignscapital.com/,https://www.linkedin.com/in/suparno-adijanto-57490521/,,,USA,,,Other,,
Space Angels,https://www.spaceangels.com/venture-fund,https://www.linkedin.com/company/spaceangels/,,USA,"USA,Canada",3. Early Revenue,,VC,,
Space Capital,https://www.spacecapital.com/,https://www.linkedin.com/company/spacecapital/,https://www.linkedin.com/in/alan-yu-spacecapital/,"54 W 21st Street, Suite 508, New York, NY 10010","USA,Canada,Switzerland,UK,Singapore,Germany,Australia,Finland","3. Early Revenue,4. Scaling,5. Growth","We invest in the space economy, specifically focused on unlocking the value in space technology stacks such as GPS, geospatial intelligence, and communications. We are actively investing out of our third fund and manage over $70 million in assets. Our sector focus enables us to be a true partner to our portfolio companies and unlocks significant value far in excess of our investment capital. The companies we invest in are shaping the future. 

The history of GPS provides us with a framework for understanding how space-based technology has become a platform for innovation on a global scale. Specifically, the development of technology layers on top of space-based infrastructure and the distribution of data for mass adoption, which help unlock thousands of unique applications.",VC,"$750,000 ",
Spacecadet Ventures,https://spacecadet.ventures/,https://www.linkedin.com/company/spacecadet2020,,USA,"USA,Canada,Mexico,Argentina,Colombia,India,UK,UAE,Germany,Australia,Brazil","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in forward-thinking founders who build companies at the intersection of emerging cultural & technology trends.,VC,"$100,000 ",
SpaceFund,https://spacefund.com/,,,USA,USA,3. Early Revenue,,VC,,
Spark Capital,https://www.sparkcapital.com/,,,"San Francisco, California, United States","USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
Spark Digital Capital,https://www.sparkdigitalcapital.com/,,,"New York, New York, United States",USA,,,Family office,,
Spark Ventures,https://sparkventures.org/,http://www.linkedin.com/company/spark-ventures,,,UK,,,Other,,
Sparking Capital,https://www.sparkingcapital.com/,https://www.linkedin.com/company/sparking-capital,,"15 Charles de Gaule Square, Bucharest,Romania",Romania,"3. Early Revenue,1. Idea or Patent,2. Prototype",We invest in Romanian early stage startups.,VC,"$50,000 ",
SparkLabs Global Ventures,http://www.sparklabsglobal.com/,https://www.linkedin.com/company/sparklabs-global-ventures/?viewAsMember=true,,USA,"USA,Israel,Canada",2. Prototype,,VC,,
SparkLabs Group,http://www.sparklabsgroup.com/,https://www.linkedin.com/company/sparklabs-group,,,,"2. Prototype,3. Early Revenue",,VC,,
Sparkmind,https://www.sparkmind.vc/,https://www.linkedin.com/in/kaitalas/,,,UK,,,VC,,
Speciale Invest,https://www.specialeinvest.com/,https://www.linkedin.com/company/specialeinvest,,"3rd Floor, Sobha Pearl 1, Commissariat Road, Ashok Nagar, Bengaluru, Karnataka 560025, Bangalore, Karnataka 560025, IN","India,USA","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Deep tech, B2B Software, and Industrial hardware-based startups at the pre-seed and seed stage. ",VC,"$100,000 ",
Spectrum 28,https://www.s28capital.com/,https://www.linkedin.com/company/spectrum-28,,,,,,,,
Speedinvest,https://speedinvest.com/,https://www.linkedin.com/company/speedinvest,https://www.linkedin.com/in/dominiktobschall,"PraterstraÃŸe 1, 3rd Floor, Wien, Wien 1020, AT","Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Poland,Romania,Slovakia,Slovenia,Sweden,Switzerland,Turkey,UK,Ukraine,USA","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in Europe's most innovative early-stage technology startups (pre-Seed, Seed) across Climate Tech, Consumer Tech, Deep Tech, Fintech, Health, Industrial Tech, Marketplaces, SaaS, Web 3 / Crypto.",VC,"$250,000 ",
SpeedUp Venture Capital Group,https://speedupgroup.com/en/,https://www.linkedin.com/company/speedup-group/,,"ulica ÅšwiÄ™ty Marcin, 11/8, PoznaÅ„, Woj. Wielkopolskie 61-803, PL","Poland,Slovakia,Lithuania,Latvia,Estonia,Romania,Hungary,Czech Republic","2. Prototype,3. Early Revenue","We invest in CEE-based companies tackling energy market problems (grid, IoT, storage, mobility) with our bigger fund, and r&d-backed pre-seed/seed companies from various sectors with our smaller fund.",VC,"$250,000 ",
Spero Ventures,https://spero.vc/,https://www.linkedin.com/company/speroventures/,,USA,USA,3. Early Revenue,,VC,"$2,000,000 ",
SPH Media Fund,https://www.sphventures.com.sg/,https://www.linkedin.com/in/kevin-low-70448569,,"Singapore, Central Region, Singapore",Singapore,3. Early Revenue,,Corporate VC,,
Spicehaus Partners,https://www.spicehaus.com/,https://www.linkedin.com/in/teddyamberg/,,,UK,,,VC,,
Spider Capital,http://www.spidercp.com/,https://www.linkedin.com/in/john-gengarella-57275/,,,USA,,,Other,,
SpinLab - The HHL Accelerator,https://www.spinlab.co/,https://www.linkedin.com/company/spinlab---the-hhl-accelerator/,,,,"2. Prototype,3. Early Revenue",,VC,,
Spring Capital (Australia),https://www.springcapital.com/venture,,,Australia,Australia,,,Other,,
Spring Invest,https://www.spring-invest.com/,https://www.linkedin.com/company/spring-invest/,,"33, Rue d'amsterdam, Paris, ÃŽle-de-France 75008, FR",France,"3. Early Revenue,4. Scaling",We invest in French software companies. Focus on the future of commerce.,VC,"$500,000 ",
Spring Mountain Capital,https://springmountaincapital.com/,,,,USA,,,Other,,
Spring Ventures,https://springv.com/,,,,,"5. Growth,6. Pre-IPO",,VC,,
Springdale Ventures,https://springdaleventures.com/,https://www.linkedin.com/company/springdale-ventures/,,,,"2. Prototype,3. Early Revenue",,VC,,
Springhood Ventures,http://www.springhood.com/,https://www.linkedin.com/in/john-parker-b0434/,,,,,,,,
SpringTime Ventures,https://springtimeventures.com/,https://www.linkedin.com/company/springtime-ventures/,https://www.linkedin.com/in/richmaloy/,"1962 Blake Street, Suite 200, Denver, Colorado 80202, US",USA,"3. Early Revenue,2. Prototype","We invest in seed-stage tech companies in secondary markets. We are looking for two main things in startups: 1) Technology transforming core industries: massive markets where the new technology can an exponential impact to the business. and 2) Founders with deep domain experience: we love founders who are solving problems they know intimately from years in the business.  We have a special affinity for logistics, undesked workers, underserved populations, infrastructure, transportation and mental health, but we are not limited to just those sectors. 
",VC,"$100,000 ",
Sprint Ventures,https://www.sprint.vc/,https://www.linkedin.com/company/sprint-vc/,,Australia,Australia,,,VC,"$50,000 ",
Sputnik ATX,https://www.sputnikatx.com/,https://www.linkedin.com/company/sputnikatx,https://www.linkedin.com/in/amanda-eakin/,"301 Congress Ave.  Austin, TX 78701",USA,2. Prototype,We invest in maker-founders with MVP and at least 1 customer. ,VC,"$100,000 ",
Spyder Capital,http://www.spydercap.com/,,,,,,,,,
SQ Capital Group,https://www.sq-cap.com/,https://www.linkedin.com/company/sq-cap/,,,Hong Kong,,,VC,,
SR One by GSK,http://www.srone.com,https://www.linkedin.com/company/sr-one,,"Cambridge, Massachusetts, United States","Israel,USA,Canada",3. Early Revenue,,Corporate VC,,
Stacked Capital,http://www.stacked.capital/,,,USA,"USA,Canada",,,VC,,
Staenberg Ventures,http://staenberg.com/,https://www.linkedin.com/in/jonstaenberg/,,"2121 Terry Avenue, Seattle, WA  98121",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in a broad set of opportunities. My main criteria is can I add value?!
Sorry, I don't do ""over the transom"" deals. Previous connection to some of the people involved required.",VC,"$25,000 ",
Stage Venture Partners,http://www.stagevp.com,,,,,,,,,
StageOne Ventures,https://stageonevc.com/,https://www.linkedin.com/company/stageone-vc/,,"2 HaMenofim Street, SeaView Building A, 4th Floor, Herzeliya, Israel 4676672, IL","Israel,USA","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in Israeli entrepreneurs.

We write first checks to innovative Israeli entrepreneurs building market disruptive deep tech companies for the enterprise world.",VC,,
Stanford StartX Fund,https://startx.com/,,,USA,USA,3. Early Revenue,,VC,,
Stanley Park Ventures,https://www.stanleyparkventures.com/,,,,Canada,,,Other,,
Stanley Ventures,https://www.stanleyventures.com,https://www.linkedin.com/company/stanleyventures/,,"Atlanta, Georgia, United States",USA,,,Corporate VC,,
Star Strong Capital,http://starstrongcapital.com,https://www.linkedin.com/company/star-strong-capital,,"Madison, Connecticut, United States",USA,,,Family office,,
Star Ventures,http://www.star-ventures.com,,,,,"5. Growth,6. Pre-IPO",,VC,,
Starchain Capital,https://www.starchain.capital/,,,,,,,Other,,
StarCom Groupâ€‹,http://www.starcomww.com/,https://www.linkedin.com/company/starcom1/,,,Hong Kong,,,VC,,
Starfish Ventures,https://www.starfishvc.com/,,,Australia,Australia,,,VC,,
Stargate Capital Investment Group,http://www.stargatecapital.co.uk,,,"London, England, United Kingdom",UK,,,Corporate VC,,
Starquest Capital,http://www.starquest-capital.com/,https://www.linkedin.com/company/starquest-capital,,"11 rue Royale, Paris, Ile-de-France 75008, FR",France,"3. Early Revenue,4. Scaling,5. Growth","We invest in French companies in Cleantech, Industry, Cybersecurity. ",VC,"$1,000,000 ",
Starstrike Ventures,http://www.starstrike-ventures.com/,,,,,,,VC,,
Start Garden,http://startgarden.com/,,,,USA,,,Other,,
Starta Capital,https://startaventures.com/,,,,,,,,,
StartGreen Capital,https://www.startgreen.nl/nl/,,,Netherlands,Netherlands,3. Early Revenue,,VC,,
StartLabs,https://startlabs.co/,https://www.linkedin.com/company/startlabsventures,,,,"2. Prototype,3. Early Revenue",,VC,,
StartOut Growth Lab,https://startout.org/growth-lab/,https://www.linkedin.com/company/startout,,,,,,"Incubator, Accelerator",,
Startup Capital Ventures,http://startupcv.com/,,,,,"2. Prototype,3. Early Revenue",,VC,,
Startup Farmers,https://www.startupfarmers.co/,,,France,France,3. Early Revenue,,VC,,
Startup Mavericks,https://www.startupmavericks.com/,https://www.linkedin.com/company/startupmavericks/,,,,"2. Prototype,3. Early Revenue",,VC,,
StartupChile,http://www.startupchile.org/,https://www.linkedin.com/company/start-up-chile/mycompany/?viewAsMember=true,,,,,,VC,,
Startupfon,https://startupfon.com/,https://www.linkedin.com/company/17897047,,"Kolektif House Levent, Istanbul, TÃ¼rkiye 34394 , TR","Turkey,USA,Poland,Czech Republic,Hungary,Slovakia,Romania","3. Early Revenue,4. Scaling",We invest in seed and early stage startups targeting global expansion. ,VC,"$75,000 ",
StartupHealth,https://www.startuphealth.com/,https://www.linkedin.com/company/2414642/,,"New York, New York, United States","Israel,USA,Canada","2. Prototype,3. Early Revenue",,VC,"$20,000 ",
StartupRunner,https://startuprunner.com,https://www.linkedin.com/company/startuprunner,,"Brooklyn, New York, United States",USA,,,Family office,,
Starvest Partners,https://starvestpartners.com/,,,"New York, New York, United States",USA,3. Early Revenue,,VC,,
SOMV State of Mind Ventures,https://somv.com/,,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Station12,https://www.station12.co/,,,,,,,Other,,
Steadfast Equity,https://www.steadfastequity.net/,https://www.linkedin.com/company-beta/13403912/,,,,,,Other,,
Steadfast Venture Capital,http://www.steadfast.com,,,,,,,VC,,
Steamboat Ventures,http://steamboatvc.com,,,"Glendale, California, United States",USA,,,Corporate VC,,
Steel Wolf Ventures,https://www.steelwolfventures.com/,,,,,"3. Early Revenue,4. Scaling",,VC,,
Steelhead Peak,https://www.steelheadpeak.com/,https://www.linkedin.com/company/19139988/admin/,,"Portland, Oregon, United States",USA,,,Family office,,
Steelhead Ventures,http://www.steelheadvc.com/,,,USA,USA,3. Early Revenue,,VC,,
Steep Hill Ventures,https://www.steephill.com/,https://www.linkedin.com/company/steep-hill-lab,,,,,,,,
Stella Angels,https://www.stellaangels.org/,,,,,,,Angel network,,
Stephens Group,http://www.stephensgroup.com,https://www.linkedin.com/company/the-stephens-group/about/,,"Little Rock, Arkansas, United States",USA,,,Family office,,
Sterling Commercial Credit,http://www.sterlingcommercialcredit.com,http://www.linkedin.com/company/tlb-financial-llc,,"Brighton, Michigan, United States",USA,,,Family office,,
Sterling.VC,http://www.sterling.vc,,,,,,,VC,,
SternAegis Ventures,http://www.sternaegis.com/,https://www.linkedin.com/company/sternaegis-ventures,,"New York, New York, United States",USA,,,Corporate VC,,
Stichting Medical Credit Fund,http://www.medicalcreditfund.org/,,,,,,,Other,,
STOAF,https://stoaf.se/,https://www.linkedin.com/company/stockholms-aff-rs-nglar-ab,,Sweden,Sweden,2. Prototype,,Angel network,,
Stonewall Capital,http://stonewall-capital.com/,,,,,,,,,
Storm Ventures,https://www.stormventures.com/,https://www.linkedin.com/in/arunpenmetsa/,,"Menlo Park, California, United States",USA,,,Other,,
Story Ventures,https://storyventures.vc/,https://www.linkedin.com/company/story-ventures,,"54 W 21st St, New York, NY 10010",USA,"3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in pre-seed / seed venture firms focused on the modern data stack: everything from creation of data, to organization of data, to applications built on top of data.",VC,"$500,000 ",
